,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,full_time_position,case_status,Age_of_est,annual_wage,hourly_wage,weekly_wage,monthly_wage,continent_Africa,continent_Asia,continent_Europe,continent_North America,continent_Oceania,continent_South America,education_of_employee_Bachelor's,education_of_employee_Doctorate,education_of_employee_High School,education_of_employee_Master's,region_of_employment_Island,region_of_employment_Midwest,region_of_employment_Northeast,region_of_employment_South,region_of_employment_West,unit_of_wage_Hour,unit_of_wage_Month,unit_of_wage_Week,unit_of_wage_Year
5399,0,0,7.720905251936779,7.60489448081162,1,Approved,2.302585092994046,12.080306851018191,4.451902841866486,8.12935226485275,9.595462570195142,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
5400,1,0,4.04305126783455,7.599901959208498,1,Approved,2.995732273553991,11.21760119853343,3.6050276782255986,7.267042461897949,8.732842329640908,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
5401,1,1,7.614805364711073,7.5883236773352225,1,Approved,3.7612001156935624,11.854415306616453,4.228959712321206,7.903533984811871,9.369586831948295,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
5402,0,0,8.403800504061147,7.601901959875166,1,Approved,2.772588722239781,11.57354519265704,3.952800198944851,7.622781361260524,9.08874206742864,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
5403,1,0,8.462103225098277,7.59488438721652,1,Approved,3.4011973816621555,11.743948610582363,4.120192229805997,7.793109607850704,9.259129266303539,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
5404,1,1,7.4815557019095165,7.523481312573497,1,Approved,5.117993812416755,12.156678756655651,4.5274177182950295,8.20570291388839,9.671829890073797,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
5405,1,0,7.116394144093465,7.601402334583733,1,Approved,2.833213344056216,12.260777663364973,4.63044799317236,8.30977534056351,9.775923084262466,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
5406,1,0,7.360103972989152,7.524021415206125,0,Approved,5.111987788356544,11.189598252710523,3.5777961307095,7.239058961831459,8.704843580286479,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5407,0,0,8.121480374750751,7.581719640125308,1,Approved,4.02535169073515,13.52373905785644,5.886395377893548,9.572563615594586,11.038847134727748,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
5408,1,0,7.201916317531627,7.591357046698551,1,Approved,3.6109179126442243,11.923566222932433,4.29713730524715,7.972660691984173,9.43873252524955,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5409,0,0,6.846943139585379,7.592366128519796,1,Approved,3.5553480614894135,9.333246263371306,1.861899759101758,5.38650257356033,6.849311922309565,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
5410,0,0,7.907283609426348,7.603897968521881,1,Approved,2.4849066497880004,10.489480108987737,2.905598983004931,6.539654594880439,8.004879516606808,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
5411,1,0,11.772223494880004,7.581209826196346,1,Approved,4.04305126783455,9.143263164432824,1.7038937063757276,5.197458455583675,6.65953213917037,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
5412,0,0,8.121480374750751,7.60339933974067,1,Approved,2.5649493574615367,10.495187937722909,2.910995493022028,6.545354357494033,8.01058560365984,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
5413,1,0,7.168579897264035,7.601901959875166,1,Approved,2.772588722239781,8.562355831688416,1.2568740120584687,4.620814481051593,6.079549826424703,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
5414,0,0,5.7745515455444085,7.593877844605118,1,Approved,3.4657359027997265,10.900164379273535,3.297691804086607,6.949861433231614,8.415460716083397,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
5415,1,0,7.902857191280582,7.608374474380783,1,Approved,1.0986122886681098,11.72338094202947,4.099961848634744,7.772550347815449,9.23856341193422,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
5416,1,0,8.071218539969863,7.6004023345004,1,Approved,2.9444389791664403,12.386079826220655,4.754601748275373,8.435049077334044,9.901219114909216,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
5417,0,0,8.356319965828153,7.60339933974067,1,Approved,2.5649493574615367,11.375702466746862,3.7591472497191276,7.425043589910172,8.890921988229877,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
5418,1,1,7.791109510610028,7.506042178518122,1,Approved,5.293304824724492,10.351401810628785,2.7755857291285735,6.401786112743786,7.866846526811538,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
5419,0,0,7.887959336599945,7.595889917718538,1,Denied,3.332204510175204,11.481259447108492,3.862368145401599,7.530541998110378,8.99646632987468,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
5420,1,0,7.64826303090192,7.583756300707112,1,Approved,3.9512437185814275,12.864357309387136,5.22960159952124,8.913245605452008,10.379479134820512,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
5421,1,0,8.35936910622267,7.555381944240273,1,Approved,4.672828834461906,11.272396662151152,3.6583731598743516,7.321801413267591,8.787629913948974,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
5422,1,0,6.320768294250582,7.560601162768557,1,Approved,4.574710978503383,11.1800147585642,3.568481494107534,7.2294822486043735,8.695261549503464,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
5423,0,0,7.703459047867175,7.601402334583733,1,Approved,2.833213344056216,9.884295558765343,2.344889987474472,5.93564787978228,7.399949409406787,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
5424,0,0,6.723832440821209,7.584773077612199,1,Approved,3.912023005428146,15.467429355718116,7.827704610012989,11.516195412858513,12.98252481442722,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
5425,1,0,8.378850241794492,7.6004023345004,1,Approved,2.9444389791664403,8.984165982308099,1.5756812441615162,5.039296257503678,6.50063755605805,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
5426,1,0,7.505492274737424,7.603897968521881,0,Approved,2.4849066497880004,11.500079203956126,3.8807961560383895,7.5493519458416625,9.01528397016529,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
5427,0,0,6.78105762593618,7.57095858316901,1,Approved,4.343805421853684,11.686739434655564,4.063938386638076,7.735924255386824,9.201925230449957,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
5428,0,0,5.934894195619588,7.60339933974067,0,Approved,2.5649493574615367,11.458974431394346,3.8405564381407427,7.508268838786419,8.97418387248875,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
5429,1,0,6.955592608396297,7.600902459542082,0,Denied,2.8903717578961645,11.483687985099122,3.8647457251187434,7.532969259921011,8.998894592497308,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
5430,1,0,8.650149418664864,7.523481312573497,1,Approved,5.117993812416755,10.960320096521015,3.3556879358156433,7.009962250519424,8.4756045836787,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
5431,1,0,8.414717399827001,7.588829878307813,1,Denied,3.7376696182833684,10.333849480025314,2.759135653379265,6.384262586087119,7.849300416830717,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
5432,1,0,7.8083230503910555,7.605890001053122,1,Approved,2.0794415416798357,11.246486419848736,3.633138911881243,7.295908186873864,8.76172334363598,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
5433,1,0,8.111328003286733,7.608374474380783,1,Denied,1.0986122886681098,10.569536109631498,2.981438535769882,6.619601556859596,8.084911973943472,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
5434,1,0,7.595889917718538,7.551186867296149,1,Approved,4.74493212836325,11.576220212942538,3.9554239485230047,7.625455099860245,9.091416811168184,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
5435,1,0,7.964155718840937,7.590346945602565,1,Denied,3.6635616461296463,11.542413099630878,3.9222747950269405,7.5916644393584995,9.057613247856962,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
5436,1,0,8.251403065380556,7.601901959875166,1,Approved,2.772588722239781,12.245033324877594,4.614858296630577,8.294034832300085,9.760179572059487,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5437,0,0,7.772331575169614,7.603897968521881,1,Approved,2.4849066497880004,10.955077413667333,3.350628521165273,7.004724222137678,8.470362905430255,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
5438,1,0,9.379576689221482,7.607878073278507,1,Approved,1.3862943611198906,11.052769190978827,3.4450532309259656,7.102333150130398,8.568036801377566,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5439,1,0,7.198183577101943,7.603897968521881,1,Approved,2.4849066497880004,10.942992588434237,3.338969692767453,6.992650219180665,8.458280416054231,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
5440,0,0,5.017279836814924,7.60339933974067,0,Approved,2.5649493574615367,11.025293933199265,3.4184658492030087,7.074880381833511,8.540566397387014,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
5441,1,0,8.545780648268149,7.603897968521881,1,Approved,2.4849066497880004,11.225850808004305,3.6130540131321154,7.27528644569103,8.74109072508097,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
5442,1,0,8.779557455883728,7.597897950521784,1,Approved,3.1780538303479458,8.485204980549849,1.202277618309674,4.544437745859471,6.00256726651161,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
5443,1,0,6.76849321164863,7.594381242551817,1,Approved,3.4339872044851463,10.99730871540237,3.391409572857974,7.046918714528613,8.512586262463048,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
5444,1,0,8.410498452745275,7.496652438168283,0,Approved,5.375278407684165,11.041543926843925,3.434187866733265,7.09111699974614,8.556813504206128,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
5445,0,0,8.506738733512378,7.603897968521881,1,Approved,2.4849066497880004,11.712245475941357,4.089011858986145,7.761419506802351,9.227428943736383,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
5446,0,0,7.824445930877619,7.586803535162581,1,Approved,3.828641396489095,12.30233964016843,4.671613142536805,8.351327491253501,9.817482941315,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
5447,1,0,6.39024066706535,7.598399329323964,0,Approved,3.1354942159291497,10.763931692109031,3.1668375161843008,6.813765976435228,8.27925765106508,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
5448,0,0,5.983936280687191,7.60339933974067,1,Denied,2.5649493574615367,11.623735624308662,4.0020507261116345,7.672948306977356,9.138927431626293,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
5449,1,1,7.140453043101158,7.6004023345004,1,Approved,2.9444389791664403,11.70974179645128,4.0865501620895115,7.758916874314134,9.224925490144328,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5450,1,0,7.5569505720129,7.605392364814935,0,Approved,2.1972245773362196,11.521640676942363,3.9019175981281706,7.570902405155436,9.03684306670143,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5451,0,0,7.60339933974067,7.58629630715272,1,Denied,3.8501476017100584,14.625863950071782,6.986664883398117,10.67464291097829,12.140962191981549,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
5452,1,0,8.301769763117166,7.564757012905729,1,Denied,4.48863636973214,14.300309618022581,6.661465918160615,10.349097305815263,11.815409742241838,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
5453,1,0,8.368925174747135,7.596392304064196,1,Denied,3.295836866004329,13.14959685292532,5.5135118072314455,9.198452389087207,10.664711611856417,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
5454,1,0,5.3612921657094255,7.589841512182657,1,Approved,3.6888794541139363,10.800387900130273,3.2017848331475407,6.850183612344198,8.315705532700838,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
5455,1,1,7.620214770574455,7.60489448081162,1,Approved,2.302585092994046,8.889847463147294,1.5016076828753464,4.945605985875738,6.406455253418924,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
5456,1,0,8.392310009269547,7.60339933974067,1,Denied,2.5649493574615367,11.972944034009739,4.345859629205625,8.02202221229483,9.488106821722461,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
5457,0,1,6.267200548541362,7.60489448081162,1,Approved,2.302585092994046,11.444096472911452,3.8260002654499825,7.493398944171557,8.9593076540112,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
5458,1,0,8.118505067587098,7.600902459542082,1,Approved,2.8903717578961645,10.598978484364041,3.0094089924711547,6.64900597267295,8.114346153170377,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
5459,0,0,7.05617528410041,7.59890045687141,1,Denied,3.091042453358316,10.147310993298353,2.5854978777599196,6.198063527123636,7.662835244947143,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
5460,0,0,7.679713639966372,7.608374474380783,1,Approved,1.0986122886681098,7.421339095435049,0.5894599436772173,3.500154748540375,4.942992701049107,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
5461,1,0,5.638354669333745,7.599401333415815,1,Denied,3.044522437723423,11.251137494413499,3.637667381124195,7.300556174424886,8.76637375202746,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
5462,0,1,8.13622555490846,7.596894438144544,1,Approved,3.258096538021482,11.555499300121243,3.935103719232164,7.604744205193499,9.070698059945029,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5463,0,0,7.643003635560718,7.59337419312129,1,Approved,3.4965075614664802,11.095234626249205,3.486192009499295,7.1447650180563205,8.610494992140419,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
5464,1,0,7.937017489515454,7.601901959875166,1,Approved,2.772588722239781,10.406035208270378,2.826902180903692,6.456333018779694,7.921461246202979,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5465,0,0,7.693025748417888,7.581209826196346,1,Approved,4.04305126783455,11.803410380784156,4.178716421086431,7.852548018890481,9.318585996701417,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
5466,1,0,5.293304824724492,7.590852123688581,1,Approved,3.6375861597263857,10.281733216635967,2.710400961539566,6.332234882555703,7.797203280084268,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
5467,0,0,6.26530121273771,7.605392364814935,1,Denied,2.1972245773362196,11.723658645212083,4.100234952197901,7.772827936311723,9.238841090372548,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
5468,1,0,5.2574953720277815,7.601402334583733,1,Approved,2.833213344056216,10.504936846099056,2.9202165432220606,6.555089594901715,8.020331560149074,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
5469,0,1,7.695757990554761,7.599901959208498,1,Denied,2.995732273553991,12.335392739320591,4.704362114008042,8.384373062267384,9.850534416460931,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
5470,1,0,8.139440521874608,7.6004023345004,1,Approved,2.9444389791664403,12.405628993064509,4.773984259423544,8.454594121659715,9.920767392435387,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
5471,1,0,8.300528606199737,7.594381242551817,1,Denied,3.4339872044851463,10.86777613478202,3.2665191778548386,6.9175041424743355,8.38307915289608,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
5472,1,0,8.350902451694811,7.598399329323964,1,Approved,3.1354942159291497,11.929902719965334,4.3033878889011135,7.978995053226029,9.445068561499824,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
5473,1,0,7.703459047867175,7.60339933974067,1,Approved,2.5649493574615367,9.342680054796565,1.8698742842071925,5.395894206305899,6.858736588702603,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
5474,1,1,7.905810312658931,7.593877844605118,1,Approved,3.4657359027997265,11.581542532518391,3.960644657231669,7.630774879516053,9.096738582713023,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
5475,1,0,7.21081845347222,7.60688453121963,1,Approved,1.791759469228055,15.755178234697878,8.115353877165973,11.803941847426984,13.27027316617748,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
5476,1,0,7.59488438721652,7.605890001053122,1,Approved,2.0794415416798357,11.152950080564818,3.5421897540387244,7.202437074955324,8.668201080704016,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
5477,0,1,10.444269957591922,7.601402334583733,1,Approved,2.833213344056216,11.1936356219075,3.581720982289213,7.2430934937226485,8.708880337178046,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
5478,1,0,6.452048954437226,7.602900462204755,1,Approved,2.6390573296152584,11.230944974232807,3.618011198819939,7.2803771611319865,8.746184146626316,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
5479,0,0,5.648974238161206,7.602401335665818,1,Approved,2.70805020110221,11.319498227763763,3.7042887249029413,7.368873152340561,8.834725043189101,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
5480,0,0,7.468513271496337,7.5740450053721995,0,Denied,4.2626798770413155,11.337205072470669,3.721563618439632,7.386569142540516,8.852429545601652,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5481,1,0,7.9603236291488395,7.583247524303362,0,Approved,3.970291913552122,12.140913825380276,4.511824436004358,8.189942238541319,9.656065876938149,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
5482,0,0,8.534836626588833,7.597897950521784,1,Approved,3.1780538303479458,11.472083991093585,3.853386316219459,7.521371391791848,8.987291920306525,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
5483,0,0,8.424419791263883,7.605392364814935,1,Approved,2.1972245773362196,11.47153257835542,3.852846595264114,7.520820271922557,8.986740570762482,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
5484,1,0,8.133293861222633,7.60688453121963,1,Approved,1.791759469228055,10.280289776947846,2.7090535437394467,6.330793961841883,7.795760384448988,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5485,0,0,7.280008252884188,7.516977224604321,1,Approved,5.187385805840755,14.416564690597152,6.777580646130332,10.465348931529306,11.931664071358595,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
5486,0,0,7.321849713788356,7.532623618788788,1,Approved,5.0106352940962555,11.844220322062306,4.218913920323484,7.8933427131050795,9.359392648433168,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
5487,0,0,5.860786223465865,7.600902459542082,1,Approved,2.8903717578961645,10.872555537186736,3.271116804675421,6.922278913928567,8.387857555708695,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
5488,0,0,5.5053315359323625,7.585788821732034,1,Approved,3.871201010907891,11.872069388468953,4.246358964579913,7.921181726153482,9.387239545854277,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
5489,0,0,7.189922170745808,7.605392364814935,1,Approved,2.1972245773362196,11.257233928254667,3.643603947638953,7.306648583606412,8.772469317355087,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5490,0,0,10.67134787923793,7.570443252057374,1,Approved,4.356708826689592,10.880140471793814,3.2784149708910624,6.929856544435513,8.395440913730868,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5491,0,0,9.148784066277077,7.587310506022615,0,Approved,3.8066624897703196,11.876522615062324,4.250748607905879,7.925633370953273,9.391692431181411,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
5492,0,0,8.344505083590521,7.604396348796338,0,Approved,2.3978952727983707,11.817331164753115,4.192425521082489,7.866463531846962,9.3325056434476,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5493,1,0,8.073714641109857,7.60339933974067,1,Approved,2.5649493574615367,10.556450555960392,2.9690204964183815,6.606533235492805,8.07183014088681,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5494,0,1,7.268920128193722,7.501634457883413,1,Approved,5.332718793265369,11.852027526283477,4.226606740279342,7.901147070679375,9.367199238496044,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
5495,1,0,7.757478766584179,7.605392364814935,1,Approved,2.1972245773362196,11.264641269464477,3.6508183183908063,7.314051067620703,8.779875610395418,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
5496,0,0,7.447751280047908,7.6004023345004,1,Denied,2.9444389791664403,11.396888716167014,3.7798450920416142,7.446217582569753,8.91210559283489,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
5497,0,0,7.682482446534506,7.597897950521784,0,Approved,3.1780538303479458,10.510323020375214,2.9253131622561157,6.560468272988415,8.02571611583325,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
5498,1,0,7.612336837167746,7.5443321080536885,1,Approved,4.852030263919617,11.187620026926002,3.5758731975904166,7.237082130451078,8.702865655422153,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
5499,1,0,6.885509670034818,7.602401335665818,1,Approved,2.70805020110221,11.858785073447153,4.2332659898137095,7.907902171793115,9.3739562579305,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
5500,1,0,10.51753741173737,7.589841512182657,1,Denied,3.6888794541139363,11.905011268006943,4.278837038108649,7.9541120696025045,9.420178936532556,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
5501,1,0,6.9650803456014065,7.60489448081162,1,Denied,2.302585092994046,11.498522640462385,3.8792717203241063,7.547796186669377,9.013727580222982,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
5502,0,0,7.045776576879511,7.591861714889934,1,Approved,3.58351893845611,11.280398905594838,3.6661700509467323,7.329798489868387,8.795631042410923,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
5503,0,1,7.925157512224703,7.60688453121963,1,Approved,1.791759469228055,11.547568505008789,3.9273284503228085,7.596817299704514,9.062768104093806,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
5504,1,0,8.698180525197055,7.602900462204755,1,Approved,2.6390573296152584,10.876770528889313,3.2751721792074195,6.926489839869143,8.392071669818273,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
5505,0,0,7.8804263442924,7.6004023345004,1,Approved,2.9444389791664403,10.101869448876595,2.5435519384507437,6.152714691268721,7.6174137285438155,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
5506,1,0,8.047189562170502,7.602401335665818,1,Approved,2.70805020110221,11.56853045064295,3.947881935060884,7.617769031219282,9.083727845840311,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
5507,0,1,9.392328539868899,7.601402334583733,1,Approved,2.833213344056216,9.449702094878358,1.9611356830772744,5.502464703789042,6.965660913583106,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
5508,0,0,7.31986492980897,7.575071699507561,1,Approved,4.23410650459726,11.31594222913118,3.7008203766815835,7.3653193568342825,8.83116951997164,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
5509,1,0,7.983781068977451,7.60339933974067,0,Denied,2.5649493574615367,11.428914092554388,3.8111511187344607,7.4782249172294755,8.944127076148943,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5510,0,1,6.97914527506881,7.603897968521881,1,Denied,2.4849066497880004,11.880605074844617,4.254773022955422,7.929714386812581,9.395774579442916,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
5511,0,0,6.393590753950631,7.597897950521784,1,Approved,3.1780538303479458,10.581224096871642,2.992537271119004,6.631274341498936,8.096596678842737,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5512,0,0,6.70808408385307,7.599901959208498,1,Approved,2.995732273553991,11.264331404559634,3.6505164979818967,7.313741405182953,8.779565789182339,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5513,1,0,7.534762657037537,7.60489448081162,0,Approved,2.302585092994046,11.586622109683272,3.9656277513521303,7.635852045171607,9.1018176395547,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
5514,1,1,6.767343125265392,7.59890045687141,1,Denied,3.091042453358316,10.574949038941847,2.9865777581672153,6.6250074234917165,8.090323378370565,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
5515,0,0,8.017966703493599,7.607381425639791,0,Approved,1.6094379124341003,12.23913689843572,4.609020408589902,8.288139855907831,9.754283458433747,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
5516,0,0,7.1459844677143876,7.600902459542082,1,Denied,2.8903717578961645,10.353579248512004,2.7776276879930566,6.403960012444316,7.86902320058349,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
5517,0,0,6.9167150203536085,7.607381425639791,1,Approved,1.6094379124341003,13.974024065659524,6.335673563231051,10.022823870114197,11.489126803353258,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
5518,1,0,9.91081067291591,7.602900462204755,0,Approved,2.6390573296152584,11.40276254732865,3.7855852941466575,7.45208806127644,8.91797870059418,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
5519,1,0,7.604396348796338,7.6004023345004,1,Approved,2.9444389791664403,9.851072576667471,2.3148983952526843,5.902512477002267,7.366745356105235,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5520,1,0,8.89370997756851,7.597396320212795,0,Approved,3.2188758248682006,11.623640559250344,4.0019573979092335,7.67285328529901,9.138832375927787,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5521,0,1,8.300528606199737,7.60489448081162,1,Approved,2.302585092994046,8.757266226893156,1.4001059918306717,4.8140135132126,6.274088536498227,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
5522,0,1,6.068425588244111,7.557994958530806,1,Approved,4.624972813284271,11.730562523341394,4.107024883744824,7.779728973475347,9.245744355546723,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5523,1,0,8.19229373114764,7.598399329323964,1,Denied,3.1354942159291497,11.134387690115346,3.524169353127909,7.183888369861666,8.649641643705824,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
5524,0,0,8.383661798791715,7.585788821732034,1,Approved,3.871201010907891,10.909914922679365,3.3070837453294715,6.959602852420977,8.425209290075538,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
